objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc
44490,mosaic montessori academy,7970 lake st,river forest,il,60305,16,cook,17031,41.88838,-87.82433,child day care centers
44491,cuddle care scholars,"13700 s, ste wart ave",riverdale,il,60827,48,cook,17031,41.646271,-87.631741,child day care centers
44492,kiddie academy of mount prospect,920 perimeter dr,mt prospect,il,60056,145,cook,17031,42.0833,-87.93063,child day care centers
44493,early achievers preschool and dev center,45 e 34th st,steger,il,60475,79,cook,17031,41.47025,-87.6334,child day care centers
44494,hgdc learing academy inc,99 e 15th st,chicago hts,il,60411,99,cook,17031,41.50433,-87.63544,child day care centers
44495,the goddard school,9651 gross point rd,skokie,il,60076,188,cook,17031,42.05645,-87.73799,child day care centers
44496,cogers educational institute,9 w 21st st,chicago hts,il,60411,53,cook,17031,41.495681,-87.640121,child day care centers
44497,jcc chicago early childhood at beth emet,1224 dempster st,evanston,il,60202,90,cook,17031,42.04122,-87.68929,child day care centers
44498,"kensington school, inc.",125 n kensington ave,la grange,il,60525,203,cook,17031,41.81793,-87.87434,"child day care, before or after school, separate from schools"
44499,the learning tree academy,9040 s vincennes ave,chicago,il,60620,31,cook,17031,41.7292236,-87.6481209,child day care centers
44500,the goddard school of arlington heights,1316 n arlington heights rd,arlington hts,il,60004,163,cook,17031,42.100301,-87.980442,child day care centers
44501,faithful friends preschool,1719 s prospect ave,champaign,il,61820,56,champaign,17019,40.09557,-88.25768,child day care centers
44502,e.l.i.t.e. learning center,701 n main st,st joseph,il,61873,75,champaign,17019,40.11771,-88.04193,child day care centers
44503,the montessori society of champaign urba,1403 regency dr e,savoy,il,61874,30,champaign,17019,40.07235,-88.25407,child day care centers
44504,busy bulldogs preschool and child care ctr,1204 e oak st,mahomet,il,61853,138,champaign,17019,40.18888,-88.3897,child day care centers
44505,guidepost montessori at deerbrook,1085 lake cook rd,deerfield,il,60015,54,cook,17031,42.152861,-87.853562,child day care centers
44506,mvp family learning center,10622 s halsted st,chicago,il,60628,33,cook,17031,41.70068,-87.642702,child day care centers
44507,bright horizons at illinois medical dist,1851 w harrison st,chicago,il,60612,146,cook,17031,41.8738332,-87.6729237,child day care centers
44508,little sunshines's playhouse and preschool,370 n barrington rd,schaumburg,il,60194,146,cook,17031,42.025062,-88.144599,child day care centers
44509,blooming minds early learning center,653 windsor dr,schaumburg,il,60193,81,cook,17031,42.015341,-88.079261,child day care centers
44510,easter seals elc at hickory hills,8020 w 87th st,hickory hills,il,60457,70,cook,17031,41.73309,-87.81971,child day care centers
44511,little scholars child care dev ct inc,297 e lansing road,glenwood,il,60425,224,cook,17031,41.54269,-87.60376,child day care centers
44512,under carrey's care number 3,406 w 144th st,riverdale,il,60827,25,cook,17031,41.63327,-87.63215,child day care centers
44513,busy bees montessori school,400 e gregory st,mt prospect,il,60056,48,cook,17031,42.073471,-87.930541,child day care centers
44514,first years university llc,18209 dixie hwy,homewood,il,60430,118,cook,17031,41.55902,-87.66488,child day care centers
44515,oak park montessori school - forest park,16 lathrop ave,forest park,il,60130,43,cook,17031,41.88611,-87.81466,child day care centers
44516,eagle academy christian school,2750 glenwood lansing rd,lansing,il,60438,90,cook,17031,41.5431,-87.55019,child day care centers
44517,montessori academy of morton grove,9320 waukegan rd,morton grove,il,60053,43,cook,17031,42.05058,-87.79901,child day care centers
44518,the british school of chicago lincoln pk,821 w eastman st,chicago,il,60642,94,cook,17031,41.90766,-87.64861,child day care centers
44519,little legends learning center inc,4402 nicklaus dr,champaign,il,61822,270,champaign,17019,40.07645,-88.31651,child day care centers
44520,bunnie hutch preschool llc,106 w front st,fisher,il,61843,67,champaign,17019,40.31794,-88.35024,child day care centers
44521,wonder joy academy,2301 w bradley ave,champaign,il,61821,-999,champaign,17019,40.127482,-88.285114,child day care centers
44522,sprouts school,1403 w springfield ave,champaign,il,61821,18,champaign,17019,40.11253,-88.26913,child day care centers
44523,rpc early childcare ed ctr - w champaign,103 s country fair dr,champaign,il,61821,145,champaign,17019,40.11579,-88.28221,child day care centers
44524,hugs and bugs,127 w washington st,philo,il,61864,30,champaign,17019,40.00693,-88.15849,child day care centers
44525,christian kids care,100 e randolph st,fisher,il,61843,56,champaign,17019,40.31593,-88.34935,child day care centers
44526,chicago latvian preschool,4555 church st number 100,skokie,il,60076,16,cook,17031,42.04762,-87.74171,child day care centers
44527,st dominick day care,2020 e camp mcdonald rd,mt prospect,il,60056,71,cook,17031,42.09501,-87.89164,child day care centers
44528,wyspa dzieci learning center,755 huehl rd,northbrook,il,60062,70,cook,17031,42.13919,-87.86409,child day care centers
44529,dreamland academy ii inc,7901 167th st,tinley park,il,60477,73,cook,17031,41.587471,-87.810831,child day care centers
44530,fun and games playschool inc,9629 irving park rd,schiller park,il,60176,58,cook,17031,41.95503,-87.86761,child day care centers
44531,mini academy - day care center,6816 w 87th st,burbank,il,60459,46,cook,17031,41.73396,-87.79096,child day care centers
44532,lets learn childrens academy inc,3355 183rd st,homewood,il,60430,104,cook,17031,41.55674,-87.69871,child day care centers
44533,multicultural center inc cep,1126 country club ln,rantoul,il,61866,171,champaign,17019,40.30398,-88.14066,child day care centers
44534,campus cooperative preschool,1203 w green st,urbana,il,61801,40,champaign,17019,40.1105,-88.22512,child day care centers
44535,bright beginnings learning center inc,501 peters dr,saint joseph,il,61873,58,champaign,17019,40.105838,-88.037429,child day care centers
44536,first united methodist day care center,210 west church,champaign,il,61820,111,champaign,17019,40.11861,-88.2464,child day care centers
44537,bradley learning center,1311 e florida ave,urbana,il,61801,83,champaign,17019,40.09839,-88.19233,child day care centers
44538,little wings childcare and learning ctr,205 e frost ave,rantoul,il,61866,145,champaign,17019,40.28858,-88.15688,child day care centers
44539,lodgic kids camp inc,1807 s neil st,champaign,il,61820,48,champaign,17019,40.09408,-88.24738,child day care centers
44540,american lutheran christian preschool,500 church dr,rantoul,il,61866,20,champaign,17019,40.31735,-88.1537,child day care centers
44541,la petite academy,1713 broadmoor dr,champaign,il,61821,121,champaign,17019,40.09421,-88.27561,child day care centers
44542,hand - in - hand day care and preschool of the,104 e vine st,tolono,il,61880,75,champaign,17019,39.98866,-88.2597,child day care centers
44543,parkland college child. dev. center,2400 west bradley,champaign,il,61821,68,champaign,17019,40.127552,-88.287194,child day care centers
44544,creative world montessori school,1250 w goodman ave,la grange,il,60525,32,cook,17031,41.80662,-87.88543,child day care centers
44545,st. matthew's lutheran preschool,9204 n milwaukee ave,niles,il,60714,60,cook,17031,42.04798,-87.8327,child day care centers
44546,the children's ct / cicero - berwyn concordi,3144 home ave,berwyn,il,60402,20,cook,17031,41.83502,-87.79779,child day care centers
44547,oak park and river forest day nursery,1139 randolph street,oak park,il,60302,77,cook,17031,41.88319,-87.80404,child day care centers
44548,childrens cntr cicero - berwyn riverside,7022 riverside drive,berwyn,il,60402,40,cook,17031,41.8442,-87.79876,child day care centers
44549,childrens center cicero - berwyn hawthorne,2831 s 49th ave,cicero,il,60804,119,cook,17031,41.84077,-87.74717,child day care centers
44550,"baby toddler nursery, inf.welf. soc. - ev.",2200 main st,evanston,il,60202,75,cook,17031,42.03378,-87.70452,child day care centers
44551,sandbox pre - school and learning center,7845 w 103rd st,palos hills,il,60465,104,cook,17031,41.70404,-87.81353,child day care centers
44552,the shepherd's learning academy,1818 n 32nd ave,stone park,il,60165,222,cook,17031,41.90606,-87.87323,child day care centers
44553,eden childcare and development center,2611 w lake st,melrose park,il,60160,86,cook,17031,41.89501,-87.86485,child day care centers
44554,little bird day care center,7524 103rd st,bridgeview,il,60455,59,cook,17031,41.70481,-87.80728,child day care centers
44555,the angels' child development center,6732 34th st,berwyn,il,60402,59,cook,17031,41.8304,-87.79161,child day care centers
44556,swift child care,8064 lincoln ave,skokie,il,60077,79,cook,17031,42.02818,-87.75471,child day care centers
44557,bright horizons at south wabash,321 s wabash ave,chicago,il,60604,140,cook,17031,41.8776978,-87.6258464,child day care centers
44558,albany park community center,5101 n kimball ave,chicago,il,60625,263,cook,17031,41.97428,-87.7135,"head start programs, separate from schools"
44559,"next generation early learning, inc.",1201 w windsor,champaign,il,61821,310,champaign,17019,40.08264,-88.265,child day care centers
44560,kindercare learning ctr 301068,410 devonshire dr,champaign,il,61820,123,champaign,17019,40.08978,-88.24992,child day care centers
44561,chesterbrook academy,2208 s duncan rd,champaign,il,61822,115,champaign,17019,40.08554,-88.29516,child day care centers
44562,children's center day care,304 s race st,urbana,il,61801,64,champaign,17019,40.11027,-88.2089,child day care centers
44563,"first school, inc.",1403 e oak st,mahomet,il,61853,157,champaign,17019,40.18647,-88.38542,child day care centers
44564,the caring place,809 w park st,urbana,il,61801,135,champaign,17019,40.11733,-88.21926,child day care centers
44565,happi time on avondale,415 avondale avenue,champaign,il,61821,51,champaign,17019,40.103246,-88.249323,child day care centers
44566,happi time day care,1010 stratford drive,champaign,il,61821,90,champaign,17019,40.10452,-88.29147,child day care centers
44567,the children's center of cicero / berwyn,1447 s 50th ct,cicero,il,60804,63,cook,17031,41.86048,-87.7507,child day care centers
44568,ziburelis lithuanian montessori,14911 127th st,lemont,il,60439,30,cook,17031,41.656942,-87.983999,child day care centers
44569,puerta abierta preschool,933 chicago ave,evanston,il,60202,46,cook,17031,42.03496,-87.67917,child day care centers
44570,st. mary of celle family center,1448 wesley ave,berwyn,il,60402,130,cook,17031,41.86021,-87.79147,child day care centers
44571,champaign co. head start - champaign west,809 n neil st,champaign,il,61820,72,champaign,17019,40.12357,-88.24356,"head start programs, separate from schools"
44572,urbana head start,1603 e mumford dr,urbana,il,61802,140,champaign,17019,40.09073,-88.18826,"head start programs, separate from schools"
44573,"my morning out, nfp",1100 broadmoor dr,champaign,il,61821,84,champaign,17019,40.09273,-88.26337,child day care centers
44574,bundles of joy of champaign learning ctr,1508 n ridgeway ave,champaign,il,61821,86,champaign,17019,40.13108,-88.26158,child day care centers
44575,chesterbrook academy,2001 south oak street,champaign,il,61820,112,champaign,17019,40.09018,-88.24079,child day care centers
44576,happy bear child development center,6718 ogden ave,berwyn,il,60402,41,cook,17031,41.82773,-87.79121,child day care centers
44577,alpha montessori school,1625 s mannheim rd,westchester,il,60154,36,cook,17031,41.85504,-87.88197,child day care centers
44578,i t day care center,1637 oakton pl,des plaines,il,60018,78,cook,17031,42.02258,-87.89758,child day care centers
44579,gads hill center,4255 s archer ave,chicago,il,60632,123,cook,17031,41.81592,-87.7009,child day care centers
44580,carole robertson ctr for learning,3701 w ogden ave,chicago,il,60623,249,cook,17031,41.85342,-87.71783,child day care centers
44581,tia corazoncito learning and day care ctr,2521 s central ave,cicero,il,60804,40,cook,17031,41.84449,-87.76353,child day care centers
44582,first congregational church preschool,1106 chestnut street,western springs,il,60558,57,cook,17031,41.81239,-87.9027,child day care centers
44583,happy days - daycare,8455 w 79th st,justice,il,60458,42,cook,17031,41.74718,-87.83099,child day care centers
44584,let's play sma inc,7804 w 26th st,n riverside,il,60546,100,cook,17031,41.84315,-87.81849,child day care centers
44585,brilliant beginnings inc,5000 w 31st st,cicero,il,60804,82,cook,17031,41.83664,-87.74876,child day care centers
44586,northwestern university settlement,1424 n cleaver st,chicago,il,60642,220,cook,17031,41.90804,-87.66462,child day care centers
44587,honey bear day care center llc,2359 n mannheim rd,melrose park,il,60164,92,cook,17031,41.92133,-87.88422,child day care centers
44588,cheder lubavitch hebrew day school,5201 howard st,skokie,il,60077,58,cook,17031,42.01912,-87.75823,child day care centers
44589,champaign county reg planning comm,310 w church st,savoy,il,61874,114,champaign,17019,40.05497,-88.25553,child day care centers
